day,MJD,date,r,theta,phi,x,y,z
94.0,58578.0,2019-04-05 00:00:00,1.000237242355,95.77663259999999,193.4961847,-0.9676770545035662,-0.2322505563304789,-0.10067441713474147
94.1,58578.1,2019-04-05 02:24:00,1.0002659428212,95.81465870999999,193.58755985,-0.9672551733681737,-0.23378071438478387,-0.10133773592800348
94.2,58578.2,2019-04-05 04:48:00,1.0002946432873998,95.85268482,193.678935,-0.966833292232781,-0.23531087243908888,-0.1020010547212655
94.3,58578.3,2019-04-05 07:12:00,1.0003233437535999,95.89071092999998,193.77031015,-0.9664114110973885,-0.23684103049339386,-0.10266437351452751
94.4,58578.4,2019-04-05 09:36:00,1.0003520442198,95.92873703999999,193.8616853,-0.9659895299619958,-0.23837118854769887,-0.10332769230778953
94.5,58578.5,2019-04-05 12:00:00,1.0003807446859998,95.96676314999999,193.95306045,-0.9655676488266033,-0.23990134660200385,-0.10399101110105154
94.6,58578.6,2019-04-05 14:24:00,1.0004094451521999,96.00478926,194.04443559999999,-0.9651457676912107,-0.24143150465630883,-0.10465432989431354
94.7,58578.7,2019-04-05 16:48:00,1.0004381456184,96.04281537,194.13581075,-0.9647238865558181,-0.24296166271061384,-0.10531764868757557
94.8,58578.8,2019-04-05 19:12:00,1.0004668460846,96.08084147999999,194.2271859,-0.9643020054204255,-0.24449182076491882,-0.10598096748083757
94.9,58578.9,2019-04-05 21:36:00,1.0004955465507999,96.11886759,194.31856105,-0.9638801242850329,-0.24602197881922383,-0.1066442862740996
95.0,58579.0,2019-04-06 00:00:00,1.000524247017,96.1568937,194.4099362,-0.9634582431496403,-0.2475521368735288,-0.1073076050673616
95.1,58579.1,2019-04-06 02:24:00,1.0005527954702,96.19474289,194.5013883,-0.9630077548591589,-0.2490749208778131,-0.10796774240503218
95.2,58579.2,2019-04-06 04:48:00,1.0005813439234,96.23259208,194.5928404,-0.9625572665686773,-0.25059770488209737,-0.10862787974270276
95.3,58579.3,2019-04-06 07:12:00,1.0006098923766,96.27044126999999,194.6842925,-0.9621067782781958,-0.25212048888638167,-0.10928801708037332
95.4,58579.4,2019-04-06 09:36:00,1.0006384408298,96.30829046,194.7757446,-0.9616562899877144,-0.25364327289066596,-0.1099481544180439
